Pool proteomics = true

Data type = PROTEIN
Expected	Expected	Observed
0.0	0.0	7.076886022246188E-5
0.00819672131147541	0.00819672131147541	7.124163795470117E-5
0.01639344262295082	0.01639344262295082	8.142009405068295E-5
0.02459016393442623	0.02459016393442623	1.2960373826678007E-4
0.03278688524590164	0.03278688524590164	3.2745177879017745E-4
0.040983606557377046	0.040983606557377046	3.816340721802923E-4
0.04918032786885246	0.04918032786885246	3.859575742613837E-4
0.05737704918032787	0.05737704918032787	4.906941796042817E-4
0.06557377049180328	0.06557377049180328	9.473679718416353E-4
0.07377049180327869	0.07377049180327869	0.0011767545713751767
0.08196721311475409	0.08196721311475409	0.0013629722473593629
0.09016393442622951	0.09016393442622951	0.0016679739040825095
0.09836065573770492	0.09836065573770492	0.002331307177353407
0.10655737704918032	0.10655737704918032	0.0038274173208991576
0.11475409836065574	0.11475409836065574	0.004920323116251358
0.12295081967213115	0.12295081967213115	0.0050120791044055485
0.13114754098360656	0.13114754098360656	0.00502289403944467
0.13934426229508196	0.13934426229508196	0.006389653665644286
0.14754098360655737	0.14754098360655737	0.008495438186441457
0.1557377049180328	0.1557377049180328	0.008659740178983338
0.16393442622950818	0.16393442622950818	0.009896785636931735
0.1721311475409836	0.1721311475409836	0.012177920083781378
0.18032786885245902	0.18032786885245902	0.014150474784356114
0.1885245901639344	0.1885245901639344	0.01538774477156353
0.19672131147540983	0.19672131147540983	0.01702338413922104
0.20491803278688525	0.20491803278688525	0.01854719059611914
0.21311475409836064	0.21311475409836064	0.019485718873837415
0.22131147540983606	0.22131147540983606	0.02089362730424233
0.22950819672131148	0.22950819672131148	0.021179393138529085
0.23770491803278687	0.23770491803278687	0.023018230761944414
0.2459016393442623	0.2459016393442623	0.02345995261751631
0.2540983606557377	0.2540983606557377	0.025008648282375742
0.26229508196721313	0.26229508196721313	0.03027356252008354
0.27049180327868855	0.27049180327868855	0.034164011292790925
0.2786885245901639	0.2786885245901639	0.03722081570966495
0.28688524590163933	0.28688524590163933	0.039561809619258634
0.29508196721311475	0.29508196721311475	0.04106025590434263
0.30327868852459017	0.30327868852459017	0.04968071515135598
0.3114754098360656	0.3114754098360656	0.053940246613957216
0.319672131147541	0.319672131147541	0.056122194758093776
0.32786885245901637	0.32786885245901637	0.062084743354661624
0.3360655737704918	0.3360655737704918	0.07685782772688485
0.3442622950819672	0.3442622950819672	0.08605645880111502
0.3524590163934426	0.3524590163934426	0.08671432405117252
0.36065573770491804	0.36065573770491804	0.09756469068380162
0.36885245901639346	0.36885245901639346	0.09917814631266465
0.3770491803278688	0.3770491803278688	0.10705610225445446
0.38524590163934425	0.38524590163934425	0.10917015116187614
0.39344262295081966	0.39344262295081966	0.11190473589573643
0.4016393442622951	0.4016393442622951	0.11496671649070166
0.4098360655737705	0.4098360655737705	0.11542472104025951
0.4180327868852459	0.4180327868852459	0.11962416503526156
0.4262295081967213	0.4262295081967213	0.13619813309523277
0.4344262295081967	0.4344262295081967	0.13676434340807592
0.4426229508196721	0.4426229508196721	0.1387323165724952
0.45081967213114754	0.45081967213114754	0.14152254076856924
0.45901639344262296	0.45901639344262296	0.1471007976427081
0.4672131147540984	0.4672131147540984	0.14845954231155706
0.47540983606557374	0.47540983606557374	0.17123087048929975
0.48360655737704916	0.48360655737704916	0.1800366937539003
0.4918032786885246	0.4918032786885246	0.18518529255378258
0.5	0.5	0.19167004141749766
0.5081967213114754	0.5081967213114754	0.2044340705482569
0.5163934426229508	0.5163934426229508	0.20937299681379995
0.5245901639344263	0.5245901639344263	0.2115786754847372
0.5327868852459017	0.5327868852459017	0.23549189002506887
0.5409836065573771	0.5409836065573771	0.23676273028968697
0.5491803278688525	0.5491803278688525	0.24864567700991946
0.5573770491803278	0.5573770491803278	0.2517213576289451
0.5655737704918032	0.5655737704918032	0.2715031155114188
0.5737704918032787	0.5737704918032787	0.2892199037393285
0.5819672131147541	0.5819672131147541	0.31702476435243676
0.5901639344262295	0.5901639344262295	0.31935754619918444
0.5983606557377049	0.5983606557377049	0.3462097788455032
0.6065573770491803	0.6065573770491803	0.3628832663554875
0.6147540983606558	0.6147540983606558	0.3632252180163106
0.6229508196721312	0.6229508196721312	0.3849500167772948
0.6311475409836066	0.6311475409836066	0.38832818777232236
0.639344262295082	0.639344262295082	0.407629254798772
0.6475409836065574	0.6475409836065574	0.41348307278293206
0.6557377049180327	0.6557377049180327	0.4204734591399343
0.6639344262295082	0.6639344262295082	0.4260283143898471
0.6721311475409836	0.6721311475409836	0.4321913412985199
0.680327868852459	0.680327868852459	0.4353583289846693
0.6885245901639344	0.6885245901639344	0.44221392905251755
0.6967213114754098	0.6967213114754098	0.4536958413845271
0.7049180327868853	0.7049180327868853	0.4593015947346506
0.7131147540983607	0.7131147540983607	0.47625442303796306
0.7213114754098361	0.7213114754098361	0.4919488498392386
0.7295081967213115	0.7295081967213115	0.5087037776697744
0.7377049180327869	0.7377049180327869	0.5145539725957826
0.7459016393442623	0.7459016393442623	0.5270466106118941
0.7540983606557377	0.7540983606557377	0.5344501486990691
0.7622950819672131	0.7622950819672131	0.5380682624966213
0.7704918032786885	0.7704918032786885	0.5539626113302074
0.7786885245901639	0.7786885245901639	0.5655565094086794
0.7868852459016393	0.7868852459016393	0.5779294925280589
0.7950819672131147	0.7950819672131147	0.5928310630965494
0.8032786885245902	0.8032786885245902	0.6043271009457037
0.8114754098360656	0.8114754098360656	0.6285756162571552
0.819672131147541	0.819672131147541	0.6334711770425969
0.8278688524590164	0.8278688524590164	0.6552483613189035
0.8360655737704918	0.8360655737704918	0.6768990764336469
0.8442622950819673	0.8442622950819673	0.7330482876642839
0.8524590163934426	0.8524590163934426	0.734183053430113
0.860655737704918	0.860655737704918	0.7486521329436708
0.8688524590163934	0.8688524590163934	0.7501011756549687
0.8770491803278688	0.8770491803278688	0.75654850894961
0.8852459016393442	0.8852459016393442	0.7747599485340738
0.8934426229508197	0.8934426229508197	0.7825641874755509
0.9016393442622951	0.9016393442622951	0.7853096178114474
0.9098360655737705	0.9098360655737705	0.7872658684880529
0.9180327868852459	0.9180327868852459	0.7944030453869113
0.9262295081967213	0.9262295081967213	0.7995646455538611
0.9344262295081968	0.9344262295081968	0.8234378693218545
0.9426229508196722	0.9426229508196722	0.8472677290112596
0.9508196721311475	0.9508196721311475	0.8758047624187666
0.9590163934426229	0.9590163934426229	0.888651173817092
0.9672131147540983	0.9672131147540983	0.9196351826968234
0.9754098360655737	0.9754098360655737	0.9362902704991789
0.9836065573770492	0.9836065573770492	0.9616107895642589
0.9918032786885246	0.9918032786885246	0.9741808559861133
